Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/08/18 4:42:46 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Education;Health;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Social media,Social media,Not at all,A lot,Not at all,Some,Neutral,Agree,Neutral,Cheshire,No,US,18-29,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/08/18 4:44:05 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Health;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to young adults;Topics related to community engagement,"nature and environment, social justice",Spanish,Spanish,English,Social media,"Reddit , apple news",News apps,Some,Some,A lot,A lot,Neutral,Neutral,Neutral,Middletown,No,USA,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/08/18 4:44:52 PM AST,National,Politics,Topics related to community engagement,Opinion columns,Both English and Spanish,NA,Both English and Spanish,Radio,Cbs,TV,Some,Some,Not at all,Some,Neutral,Neutral,Neutral,Hamden,No,Usa,70 or older,Woman,English,None of these,No,No,Yes,NOT PROVIDED,No,NA,NA
2022/08/18 4:46:06 PM AST,Local;State;Regional/New England/NYC Metro,Politics;Health;Local events;Travel and hospitality;Food,Topics related to seniors;Topics related to community engagement,Investigative,English,English,English,News apps,FOX news,Email/newsletter,Not at all,Some,Not at all,Some,Agree,Neutral,Disagree,North haven,No,US,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/18 4:46:24 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Education;Diversity and social justice;Travel and hospitality",Topics related to seniors,NA,English,English,English,News apps,Fox,Newspapers,Not at all,Some,Not at all,Some,Neutral,Neutral,Neutral,Wallingford,No,Usa,70 or older,Man,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/08/18 4:48:30 PM AST,Local;State;Regional/New England/NYC Metro;National;International,Education;Health;Local events;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food;Criminal justice,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Cartoons,English,English,English,Email/newsletters,NA,TV,Not at all,A lot,Not at all,Some,Agree,Agree,Agree,NA,No,Usa,60-69,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/08/18 6:20:41 PM AST,Local;State,"Sports;Music, arts, and culture;Health;Diversity and social justice;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,Opinion columns,English,English,English,TV,Fox News record journal,TV,Some,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,United States,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/08/19 5:29:42 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,All of them and more about local news,English,English,English,TV,CNN,TV,Some,Some,Not at all,Not at all,Disagree,Disagree,Disagree,Meriden,No,USA,50-59,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,"They need to do more research into the community 
The news should reflect the variety of our community, follow up with news"
2022/08/19 5:49:44 PM AST,National,"Sports;Politics;Music, arts, and culture;Education;Finance, wealth, and financial literacy;Real estate and homeownership",Topics related to teens;Topics related to small business owners;Topics related to young adults,About the community and what they’re doing to us and about the community,English,English,English,TV,Chanel 3,TV,Not at all,A lot,A lot,Some,Neutral,Agree,Disagree,Meriden,Yes,USA,18-29,Man,English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,"There’s a lot things that haven’t been reported, focus about vaccinations and different ways to protect us. Small things on the world. Focus on trying to bring our young together, more places and utilities and necessities, programs for homeless and help to the community in the general, small businesses and not Meriden look bad. Cover good things about Meriden, pantries programs to help people. Get information about housing food any type of program for the kids, grants. Help to young people and resources for them"
2022/08/19 6:55:35 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Education;Health;Finance, wealth, and financial literacy",Topics related to community engagement,Opinion columns,English,English,English,TV,Fox new,Radio,Not at all,Some,Not at all,Some,Neutral,Agree,Neutral,Middletown,Yes,Puerto zrico,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/20 10:51:36 AM AST,Local;State;Regional/New England/NYC Metro;National,Politics;Local businesses;Education;Health;Opportunities for community engagement,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"How to grow as the community, get events out in the news",English,English,English,Newspapers,Record Journal,News apps,Not at all,A lot,Some,Some,Agree,Agree,Agree,Meriden,No,USA,30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/21 9:51:23 AM AST,Local;State,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,Spanish,Spanish,Spanish,Social media,Facebook,Social media,Not at all,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Mexico,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,No!
2022/08/21 9:51:56 AM AST,Local;State;Regional/New England/NYC Metro,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice",Topics related to families with children;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,"La Voz, Récord Journal",Newspapers,A lot,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,Puerto Rico,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a student;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/08/21 9:55:22 AM AST,Local;State,"Politics;Music, arts, and culture;Local businesses;Education;Travel and hospitality",Topics related to small business owners,NA,NA,English,NA,Social media,NA,Social media,Not at all,Some,Some,Not at all,Neutral,Neutral,Neutral,Meriden,Yes,NA,50-59,Man,Both English and Spanish,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,Yes,NA,Try not to be so bias  Towards republicans
2022/08/21 9:57:50 AM AST,State;Regional/New England/NYC Metro;International,"Music, arts, and culture;Education;Community resources (for example: assistance programs, small business resources, non-profits);Technology;Food",Topics related to teens;Topics related to small business owners,Cartoons,English,English,English,Text message,CNN,Social media,Some,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,CT,Under 18,Woman,Both English and Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,NA,No
2022/08/21 10:11:39 AM AST,National,"Music, arts, and culture;Local events;Technology;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Activities at school   Clubs.  School shows. School band,chorus, orchestra",Both English and Spanish,Both English and Spanish,Both English and Spanish,"Friends, social circles, or word of mouth",NA,"Friends, social circles, or word of mouth",A lot,Some,A lot,A lot,Agree,Neutral,Neutral,Meriden,Yes,USA,Under 18,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,Not really
2022/08/21 11:07:04 AM AST,Local,"Sports;Community resources (for example: assistance programs, small business resources, non-profits);Technology;Travel and hospitality;Food",Topics related to small business owners,Improvement in the environment,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook and Record Journal,Social media,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,Yes,USA,18-29,Man,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/21 11:17:05 AM AST,Local;State;National,"Music, arts, and culture;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,More about the community,English,English,English,Social media,Record Journal and Fox News,TV,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,No,USA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/21 1:59:28 PM AST,Local;State;Regional/New England/NYC Metro,"Politics;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,I use the news app and on my iPhone and use a variety of news media/,News apps,A lot,A lot,Not at all,Some,Neutral,Disagree,Disagree,Meriden,Yes,United States,30-39,Woman,Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,I believe more access to local community news is necessary for people to make appropriate choices and be better informed of what decisions are being made at the local level.
2022/08/21 7:31:29 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local events;Finance, wealth, and financial literacy;Environmental issues & climate change",Topics related to families with children;Topics related to community engagement;More information about local political parties,Investigative articles,Spanish,Spanish,Spanish,TV,"CNN, Caracol, RCN",Newspapers,A lot,A lot,Not at all,Not at all,Agree,Agree,Disagree,Meriden,Yes,Colombia,50-59,Man,Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/08/21 7:43:16 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Education;Local events;Diversity and social justice",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Radio,"CNN, NPR, Caracol, RCN",News apps,A lot,A lot,Not at all,Not at all,Agree,Agree,Disagree,Meriden,Yes,Colombia,50-59,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,No
2022/08/23 5:43:02 PM AST,Local;State;National,"Sports;Politics;Education;Health;Local events;Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food;Wheather",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Worldwide,Both English and Spanish,NA,NA,TV,Record journal,TV,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,No,American,50-59,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,Yes,NA,No
2022/08/23 5:47:12 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to community engagement,NA,English,English,English,Social media,NA,Social media,NA,A lot,A lot,NA,Agree,NA,NA,Meriden,No,Bangladesh,30-39,Man,Bangla,None of these,Yes,Yes,Yes,NOT PROVIDED,Yes,NA,NA
2022/08/23 6:34:42 PM AST,Local;State;National,Politics;Education;Health;Technology,Topics related to families with children,Crime investigation,English,English,English,News apps,Wtnh nbc,Text message,Some,Some,Some,Some,Neutral,Agree,Neutral,Wallingford,No,United States,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/08/25 10:30:57 AM AST,International,"Music, arts, and culture;Health",Topics related to seniors,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Fox news,TV,Not at all,Not at all,A lot,Some,Disagree,Agree,Agree,Meriden,Yes,Puerto Rico,70 or older,Woman,Both English and Spanish,None of these,No,No,No,NOT PROVIDED,NA,NA,No comments
2022/08/25 11:18:27 AM AST,Local,"Music, arts, and culture;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Environmental issues & climate change;Food",Topics related to seniors;Topics related to small business owners,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Facebook,Newspapers,Some,A lot,Some,Some,Agree,Neutral,Neutral,Meriden,Yes,Puerto Rico,30-39,Woman,Spanish,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,NA,NA,No comments
2022/08/26 11:15:30 AM AST,None,Sports;Politics;Technology;Road politics,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Local business stories and sports, brand and news about the community, and details about the businesses",English,English,English,Social media,"Facebook, Twitter, Read It, TV and their Channels",Social media,Some,A lot,Some,Some,Agree,Agree,Agree,Meriden,No,USA,30-39,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/26 12:17:33 PM AST,Local,"Sports;Music, arts, and culture;Local businesses;Health;Environmental issues & climate change;Food",None of these,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Univision,Social media,Some,Some,Some,Some,Neutral,Neutral,Agree,Meriden,Yes,USA,18-29,Man,Both English and Spanish,I am a student,Yes,Yes,Not sure,NOT PROVIDED,NA,NA,No comments
2022/08/27 9:02:50 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change",Topics related to small business owners;Topics related to community engagement,"I wanna see more planning, how the community work and build the buildings",English,English,English,Newspapers,"New York Times, Washington Post and NPR, WFYNC Chanel",Newspapers,Some,Some,Not at all,Some,Agree,Neutral,Neutral,Manchester,No,USA,50-59,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/27 9:07:10 AM AST,Local,"Politics;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to seniors;Topics related to community engagement,NA,English,English,English,Social media,Internet,Email/newsletter,Some,A lot,Some,Not at all,Agree,Agree,Agree,Meriden,Yes,Usa,50-59,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,Yes,NA,No
2022/08/27 9:14:50 AM AST,Local,Local businesses;Travel and hospitality,Topics related to small business owners,Follow up about the business,English,English,English,Radio,None of them,Radio,Not at all,Some,Not at all,Some,Agree,Agree,Neutral,Meriden,No,Italy,70 or older,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/27 9:20:41 AM AST,State,"Sports;Music, arts, and culture;Health;Real estate and homeownership;Diversity and social justice;Food",Topics related to teens,Peplse. Hlpel,Both English and Spanish,Spanish,English,"Friends, social circles, or word of mouth",CNN Telemundo Univisión,News apps,Some,Some,Some,Some,Agree,Agree,Agree,Hartford,Yes,Puerto Rico,30-39,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/27 9:22:15 AM AST,Local;State,"Politics;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Opinion columns, stories about local Latino residents",English,English,English,Newspapers,Record Journal and NBC,Newspapers,A lot,A lot,A lot,Some,Agree,Agree,Agree,Meriden,No,USA,70 or older,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,I’m some happy the Record Journal is working with the Latino Community
2022/08/27 9:28:27 AM AST,Local;State;Regional/New England/NYC Metro,Sports;Politics;Local businesses;Education;Local events,Topics related to community engagement,NA,English,English,English,Social media,NA,Newspapers,Some,A lot,Some,Some,Neutral,Agree,Neutral,Meriden,No,Usa,50-59,Man,English,None of these,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/08/27 9:32:30 AM AST,International,"Sports;Music, arts, and culture;Local businesses;Education;Health;Diversity and social justice;Travel and hospitality",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults,NA,English,NA,NA,News apps,NA,News apps,A lot,Some,Some,Some,Neutral,Neutral,Agree,Southington,No,NA,18-29,Woman,French creole,I am a small business owner,Yes,Yes,No,NOT PROVIDED,Yes,NA,NA
2022/08/27 9:44:59 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Education;Health;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns and investigative articles,English,English,English,TV,Fox News,TV,Not at all,Some,Some,A lot,Agree,Neutral,Neutral,Meriden,Yes,Puerto Rico,60-69,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,"No comments, I love my community and we’re really involved with the community"
2022/08/27 9:53:34 AM AST,Local,"Politics;Local businesses;Education;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None of them,English,English,English,Social media,"CNN, MBC and Facebook",TV,A lot,A lot,Some,Not at all,Agree,Agree,Disagree,Meriden,No,USA,70 or older,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No comments
2022/08/27 9:58:04 AM AST,Local,"Politics;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Travel and hospitality;Food",Topics related to families with children;Topics related to small business owners,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,Record Journal,News apps,Some,A lot,Not at all,Not at all,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,No,NOT PROVIDED,NA,NA,No comments
2022/08/27 10:05:32 AM AST,Local,Politics;Real estate and homeownership,Topics related to seniors,NA,NA,English,NA,TV,NA,TV,Some,Some,Some,NA,Agree,Agree,Agree,Wallingford,No,NA,70 or older,Man,English,None of these,No,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/27 10:13:16 AM AST,Local;State,Local businesses;Education;Health;Diversity and social justice,Topics related to families with children;Topics related to small business owners,Finances,English,NA,English,TV,Fox 61,TV,Some,A lot,A lot,A lot,Neutral,Agree,Neutral,Wallingford,Prefer not to say,United States,40-49,Man,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,No,NOT PROVIDED,No,NA,No
2022/08/27 10:19:07 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Education;Health;Finance, wealth, and financial literacy;Real estate and homeownership;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,NA,English,English,English,Radio,"Record journal, channel 3, CNN",Radio,A lot,A lot,Some,Some,Neutral,Agree,Neutral,Meriden,No,Morocco,30-39,Woman,Arabic,I am a parent of a child under 18 years old;I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/08/27 10:22:46 AM AST,Local;State;Regional/New England/NYC Metro;National,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Positive community information,Both English and Spanish,Both English and Spanish,Both English and Spanish,Newspapers,Record journal,Newspapers,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,N/a
2022/08/27 10:47:35 AM AST,Local;National,"Sports;Music, arts, and culture;Health;Local events;Diversity and social justice;Environmental issues & climate change;Food",Topics related to seniors;Topics related to community engagement,NA,English,English,English,Newspapers,Meriden record journl,Newspapers,Some,A lot,Not at all,Some,Agree,Neutral,Neutral,Meriden,No,Usa,60-69,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/27 11:17:18 AM AST,Local,Local businesses;Education;Health;Local events;Real estate and homeownership,Topics related to families with children;Topics related to teens;Topics related to small business owners,Cartoons,Both English and Spanish,NA,English,Radio,Record Journal,TV,A lot,Some,Not at all,A lot,Neutral,Agree,Agree,Meriden,Yes,Usa,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,No
2022/08/27 11:46:51 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Small business owners,Both English and Spanish,Both English and Spanish,Both English and Spanish,Email/newsletters,Record Journal,Email/newsletter,Some,A lot,Some,Some,NA,Neutral,Disagree,Meriden,Yes,Argentina,30-39,Woman,NA,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Help with businesses organizations
2022/08/27 11:51:07 AM AST,Local;State;Regional/New England/NYC Metro;National;International,Politics;Education;Health;Real estate and homeownership;Environmental issues & climate change;Technology,Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to community engagement,NA,English,NA,NA,TV,NA,Newspapers,Some,A lot,Some,Some,Agree,Agree,Agree,Meriden,No,Bangladesh,30-39,Man,Bangla,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/27 12:16:09 PM AST,Local,"Music, arts, and culture;Education;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,NA,Social media,NA,News apps,Some,A lot,A lot,A lot,Agree,Agree,Agree,Meriden,Prefer not to say,NA,50-59,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/08/27 12:17:08 PM AST,State,"Sports;Local businesses;Education;Health;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,Social media,NA,Text message,NA,A lot,A lot,A lot,Agree,Agree,NA,Meriden,No,Us,30-39,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/08/27 12:21:06 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,English,English,English,Social media,All,Text message,Some,Some,Some,Some,Neutral,Agree,Agree,New Haven,No,United States,40-49,Woman,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/08/28 11:54:04 AM AST,Local,"Music, arts, and culture;Food",Topics related to teens,No,English,NA,NA,Text message,YouTube tv,Newspapers,NA,A lot,NA,A lot,NA,NA,Disagree,Meriden,No,United States of America,Under 18,Woman,Vietnamese,I am a student,Yes,Yes,Not sure,NOT PROVIDED,No,NA,No
2022/08/28 12:52:31 PM AST,Local,"Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to young adults,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,NA,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,New Britain,Yes,Mexico,30-39,Woman,Spanish,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,No,NA,NA
2022/08/28 12:56:20 PM AST,Local;State;National,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Opportunities for community engagement;Technology;Food",Topics related to families with children;Topics related to community engagement,NA,Spanish,Spanish,Spanish,NA,Fox news,TV,Not at all,Some,Not at all,Some,Neutral,Neutral,Neutral,North Haven,Yes,Usa,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/08/28 1:10:52 PM AST,State,Sports;Politics;Education;Health;Local events,Topics related to teens;Topics related to small business owners;Topics related to young adults,cartoons,English,English,English,TV,Fox news,News apps,Some,A lot,Not at all,Some,Agree,Agree,Agree,Meriden,Prefer not to say,america,Under 18,Man,English,I am a student,Yes,Yes,No,NOT PROVIDED,No,NA,Not really
2022/08/28 1:18:15 PM AST,State,Politics;Local businesses;Health;Local events,Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,NA,English,English,English,Radio,Cnn,Email/newsletter,A lot,A lot,A lot,A lot,NA,Agree,Agree,Manorville,Prefer not to say,Usa,50-59,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,Yes,NA,NA
2022/08/28 1:19:37 PM AST,State,Sports;Politics;Health;Environmental issues & climate change;Technology,Topics related to families with children;Topics related to teens;Topics related to small business owners,Business and cartoon,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Telemundo,TV,Some,A lot,Some,A lot,Neutral,Agree,Neutral,Meriden,Yes,United state,18-29,Woman,Both English and Spanish,I am a student,Yes,Prefer not to say,No,NOT PROVIDED,Yes,NA,N/a
