Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Hay algo más que le gustaría dejarnos saber?
6/14/2022 15:46:21,Internacional,"Educación, Salud, Eventos locales, Viajes y hospitalidad, Comida",Temas acerca de jóvenes,NA,NA,Español,NA,TV,NA,Textos,Un poco,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,40-49,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA
6/14/2022 15:52:53,Local,"Música, arte y cultura, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Diversidad y justicia social","Temas acerca de familias con niños, Temas acerca de participacion comunitaria",Perfil de negocios,Español,NA,NA,TV,CNN,Radio,Un poco,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,NA,Meriden,Sí,Puerto Rico,40-49,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,No
6/14/2022 19:33:08,Internacional,"Deportes, Música, arte y cultura, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad",Oportunidades de trabajo,Ambos: inglés y español,Ambos: inglés y español,NA,Correo electrónico/boletines informativos,"Facebook ,record journal",Textos,Mucho,Mucho,Mucho,Un poco,Neutral,De acuerdo,Neutral,Hamden ct,Sí,Mexico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
6/15/2022 11:22:36,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Políticas, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Asuntos ambientales y cambio de climático, Tecnología","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes",estudios,Español,Español,Español,Correo electrónico/boletines informativos,CNN,Correo electrónico/boletines informativos,Un poco,Un poco,Para nada,Un poco,Neutral,De acuerdo,Neutral,Wallingford,Sí,Peru,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
6/15/2022 11:23:06,Local,"Políticas, Negocios locales, Educación, Salud, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",Perfil de negocios,Español,NA,NA,TV,Facebook,Medios sociales,Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Perú,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
6/15/2022 11:25:46,Local,"Salud, Viajes y hospitalidad",NA,NA,Español,Español,Español,TV,Facebook,Medios sociales,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Perú,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
6/15/2022 17:07:43,"Local, Internacional","Música, arte y cultura, Educación",Temas acerca de familias con niños,Noticias en general,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Univision,Medios sociales,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,18-29,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,No,"La comunidad hispana debería unirse más, para que los niños tengan más recursos y no estén"
6/15/2022 17:20:43,Internacional,"Educación, Salud",Temas acerca de familias con niños,Artículos de investigación,Inglés,Inglés,Inglés,Medios sociales,Facebook,Textos,Para nada,Un poco,Un poco,Para nada,De acuerdo,Neutral,Neutral,Cheshire,Sí,Peru,60-69,Hombre,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,Sí,NOT PROVIDED,No,Nada
6/15/2022 17:30:06,None,"Música, arte y cultura, Salud","Temas acerca de los jóvenes, Temas acerca de jóvenes",Ninguno,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Para nada,Para nada,Para nada,Para nada,Neutral,Neutral,Neutral,Waterbury,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,Nada
6/15/2022 17:39:08,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Políticas, Educación, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria",Artículos de investigación y perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,"Telemundo, Univisión y cnn",Correo electrónico/boletines informativos,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,Neutral,Middletown,Sí,Republica Dominicana,30-39,Mujer,Ambos: inglés y español,"Soy padre/madre de un niño menor de 18 años de edad, Soy un estudiante",Sí,Sí,Sí,NOT PROVIDED,No,No
6/15/2022 18:15:28,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Educación, Salud, Eventos locales, Finanzas y educación financiera, Comida",Temas acerca de los jóvenes,Columnas de opinión,Español,Español,Español,Medios sociales,Facebook,Medios sociales,Para nada,Para nada,Mucho,Para nada,Neutral,Neutral,En desacuerdo,Waterbury,Sí,Ecuador,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Prefiero no decir,NOT PROVIDED,No,No
6/15/2022 18:23:29,"Local, Internacional","Deportes, Políticas, Eventos locales",Ninguno de estos,Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Fox,TV,Un poco,Para nada,Mucho,Un poco,Neutral,Neutral,De acuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Prefiero no decir,NOT PROVIDED,No,Nada
6/15/2022 18:58:00,Internacional,"Deportes, Música, arte y cultura, Negocios locales, Salud, Tecnología","Temas acerca de los jóvenes, Temas acerca de propietarios de pequeñas empresas",Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Facebook,Medios sociales,Un poco,Un poco,Un poco,Mucho,De acuerdo,De acuerdo,En desacuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,No
6/15/2022 19:04:12,Internacional,"Políticas, Música, arte y cultura, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro)","Temas acerca de las personas de la tercera edad, Temas acerca de jóvenes",None,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Facebook,TV,Un poco,Un poco,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,50-59,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,No,Nada
6/16/2022 17:29:27,Local,"Educación, Salud",Ninguno de estos,Negocios hispanos,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Un poco,Mucho,Un poco,Un poco,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Prefiero no decir,NOT PROVIDED,NA,Si le gusta
6/16/2022 17:41:06,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Educación, Salud, Bienes raíces y propietario de vivienda","Temas acerca de familias con niños, Temas acerca de las personas de la tercera edad",No,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Facebook,Textos,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,NA,30-39,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Prefiero no decir,NOT PROVIDED,NA,No
6/16/2022 18:07:53,"Local, Internacional","Deportes, Negocios locales, Educación, Finanzas y educación financiera, Asuntos ambientales y cambio de climático",Temas acerca de familias con niños,"Diversión para niños, caricaturas educacionales",Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Univision y la rodio,TV,Un poco,Un poco,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,50-59,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,No,Sí,NOT PROVIDED,No,No
6/16/2022 18:30:00,"Local, Internacional","Políticas, Economía",NA,Artículos de investigación y perfil de negocios,Español,Español,Español,TV,Univision y Facebook,TV,Mucho,Para nada,Un poco,Un poco,Neutral,Neutral,En desacuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,No
6/16/2022 18:40:11,Local,"Deportes, Políticas, Salud, Finanzas y educación financiera, Asuntos ambientales y cambio de climático",Temas acerca de familias con niños,Columnas de opinión,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y Facebook,TV,Un poco,Para nada,Para nada,Un poco,Neutral,De acuerdo,En desacuerdo,Meriden,Sí,Ecuador,18-29,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,NOT PROVIDED,NA,No
6/16/2022 18:59:24,Local,Bienes raíces y propietario de vivienda,Temas acerca de participacion comunitaria,Perfil de negocios,Español,NA,Español,Textos,Univision,Textos,Un poco,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Mexico,40-49,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,NA,NOT PROVIDED,NA,No
6/16/2022 19:06:57,"Local, Nacional, Internacional","Música, arte y cultura, Salud, Eventos locales, Diversidad y justicia social, Viajes y hospitalidad, Comida","Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad",NA,Español,NA,NA,Medios sociales,NA,Medios sociales,Mucho,NA,Un poco,Un poco,NA,NA,NA,Wallingford,Sí,Mexico,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,No,No
6/16/2022 19:08:36,"Local, Regional/Nueva Inglaterra/NYC Metro","Deportes, Música, arte y cultura, Negocios locales, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Oportunidades de participación comunitaria, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de jóvenes",Artículos de investigacion,Español,Español,Español,TV,CNN noticiero FOX,Correo electrónico/boletines informativos,Mucho,Mucho,Un poco,Un poco,Neutral,Neutral,Neutral,Wallingford,Sí,Venezolana,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
6/16/2022 19:09:44,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas",NA,Inglés,Inglés,Inglés,TV,NA,TV,Mucho,Mucho,Mucho,Mucho,NA,NA,NA,Wallingford,Sí,Mexico,50-59,Mujer,Español,Ninguno de estos,NA,NA,No,NOT PROVIDED,Sí,NA
6/17/2022 17:13:14,"Local, Internacional",Criminalidad,Temas acerca de jóvenes,Otro,Español,Español,Español,TV,Telemundo,TV,Mucho,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Waterbury,Sí,Puerto Rico,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,No
6/17/2022 17:34:44,Internacional,"Deportes, Música, arte y cultura, Negocios locales, Educación, Salud, Comida",Temas acerca de familias con niños,Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Facebook,TV,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,Nada
6/17/2022 17:48:41,Local,"Negocios locales, Tecnología, Viajes y hospitalidad",Temas acerca de propietarios de pequeñas empresas,Artículos de investigación,Español,Español,Español,TV,Telemundo,Medios sociales,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,New Haven,Sí,Ecuador,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,No
6/17/2022 18:10:07,Local,"Deportes, Música, arte y cultura, Eventos locales, Tecnología",Ninguno de estos,Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,CNN,TV,Un poco,Para nada,Para nada,Un poco,Neutral,Neutral,En desacuerdo,Wallingford,Sí,Puerto Rico,60-69,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,Nada
6/17/2022 18:18:48,"Local, Nacional, Internacional","Deportes, Políticas, Educación, Salud, Finanzas y educación financiera, Diversidad y justicia social, Asuntos ambientales y cambio de climático","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Columnas de opinión y artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo y Univisión,Aplicaciones de noticias,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,Neutral,Meriden,Sí,Mexico,40-49,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,No
6/17/2022 18:34:49,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Políticas, Educación",Ninguno de estos,Educación y politica,Español,Español,Español,TV,Fox,TV,Mucho,Un poco,Un poco,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Hombre,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,No
6/17/2022 19:13:54,"Local, Estatal, Nacional, Internacional",Bienes raíces y propietario de vivienda,Temas acerca de propietarios de pequeñas empresas,Perfil de negocios,Español,Español,Español,Medios sociales,Telemundo,TV,Un poco,Un poco,Un poco,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Ecuador,40-49,Hombre,Ambos: inglés y español,Soy propietario de una empresa pequeña,Sí,Sí,No,NOT PROVIDED,NA,No
6/18/2022 10:11:35,Estatal,"Deportes, Negocios locales, Educación, Salud, Finanzas y educación financiera, Diversidad y justicia social",Temas acerca de los jóvenes,Deportivos,Español,Español,Español,Medios sociales,Fox,Medios sociales,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Ecuador,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,No
6/18/2022 10:16:02,Internacional,Salud,Temas acerca de propietarios de pequeñas empresas,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,Textos,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,USA,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,No,Sí,NOT PROVIDED,NA,Nada
6/18/2022 10:25:06,Internacional,"Políticas, Salud, Tecnología",Temas acerca de jóvenes,Politicas,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Aplicaciones de noticias,Fox,Aplicaciones de noticias,Un poco,Para nada,Un poco,Para nada,Neutral,Neutral,En desacuerdo,Meriden,Sí,Puerto Rico,30-39,Hombre,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,No
6/18/2022 10:32:44,Local,"Educación, Salud","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad",Encuestas de opinion,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Mucho,Mucho,Un poco,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenicana,60-69,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,Que las noticias no sean crueles
6/18/2022 10:41:28,Internacional,"Políticas, Educación, Salud, Bienes raíces y propietario de vivienda",Temas acerca de participacion comunitaria,Artículos de investigación y perfil de negocios,Español,Español,Español,TV,Fox,TV,Un poco,Un poco,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,60-69,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,NA,No
6/18/2022 10:50:45,Internacional,Políticas,Temas acerca de jóvenes,Perfil de negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Univision,Medios sociales,Un poco,Un poco,Un poco,Mucho,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,40-49,Mujer,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,No
6/18/2022 10:56:37,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Caricaturas,Español,Español,Español,TV,Telemundo,TV,Mucho,Mucho,Un poco,Un poco,De acuerdo,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,NOT PROVIDED,NA,No
6/18/2022 11:19:49,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Noticias","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Todos,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Telemundo,TV,Mucho,Un poco,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,No
6/18/2022 11:36:38,None,"Deportes, Viajes y hospitalidad",Temas acerca de familias con niños,Artículos de investigación,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,TV,Univision,TV,Un poco,Para nada,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Prefiero no decir,NOT PROVIDED,NA,No
6/18/2022 11:45:03,Internacional,"Educación, Salud","Temas acerca de familias con niños, Temas acerca de las personas de la tercera edad",Perfil de negocios,Español,Español,Español,TV,Telemundo,TV,Un poco,Para nada,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Republica Domenicana,70 o mayor,Mujer,Español,Ninguno de estos,No,No,Sí,NOT PROVIDED,NA,Incrementar periódicos en español
6/18/2022 12:05:33,Local,Educación,Temas acerca de los jóvenes,Perfil de negocios,Español,Español,Español,Medios sociales,Telemundo,Medios sociales,Mucho,Mucho,Mucho,Para nada,De acuerdo,Neutral,De acuerdo,Meriden,Sí,Republica Domenicana,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,No
6/19/2022 6:56:00,"Local, Estatal","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación","Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",NA,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,Patch,Aplicaciones de noticias,Un poco,Mucho,Para nada,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,50-59,Hombre,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,NA,NA
6/19/2022 18:05:07,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Diversidad y justicia social, Tecnología","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas",NA,Español,NA,Español,Medios sociales,NA,Medios sociales,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Wallingford,Sí,Mexico,40-49,NA,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
6/21/2022 19:34:26,"Local, Estatal","Políticas, Negocios locales, Educación, Salud, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Oportunidades de participación comunitaria","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",NA,NA,NA,Otro,Textos,NA,Textos,Mucho,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Wallingford,Sí,Ecuador,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,No,NA
6/22/2022 5:40:35,"Local, Regional/Nueva Inglaterra/NYC Metro, Internacional","Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Bienes raíces y propietario de vivienda, Asuntos ambientales y cambio de climático, Tecnología, Comida","Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria",No,Español,Español,Español,Radio,Telemundo,Correo electrónico/boletines informativos,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,No
6/22/2022 15:48:46,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro","Deportes, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Finanzas y educación financiera, Oportunidades de participación comunitaria, Asuntos ambientales y cambio de climático","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de participacion comunitaria",Columnas de opinion,Español,Español,Español,Correo electrónico/boletines informativos,CNN,Correo electrónico/boletines informativos,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Ecuador,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
6/22/2022 16:05:42,Local,"Educación, Salud","Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",Perfil de negocios,NA,NA,Español,Correo electrónico/boletines informativos,NA,Correo electrónico/boletines informativos,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,Neutral,Wallingford,Sí,Ecuador,50-59,Mujer,Español,Ninguno de estos,No,Sí,Sí,REMOVED,No,NA
6/22/2022 17:16:13,Local,"Deportes, Música, arte y cultura","Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de jóvenes",Noticias,Español,Español,Español,TV,Facebook,Aplicaciones de noticias,Mucho,Mucho,Mucho,Mucho,Neutral,De acuerdo,De acuerdo,Meriden,Sí,Mexico,18-29,Hombre,Español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,NA,No
6/22/2022 17:29:29,"Local, Estatal","Música, arte y cultura, Salud, Finanzas y educación financiera, Viajes y hospitalidad, Comida","Temas acerca de los jóvenes, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Ninguno,Español,Español,Español,TV,Telemundo,TV,Mucho,Mucho,Para nada,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,No,Sí,Sí,NOT PROVIDED,NA,No
